C:\Users\Lauren\Documents\GitHub\AtlasSoft\logs\flow.log
Water
7
21.0
1.5079
300
500.0 200.0
Rectangular 0.0 0.0 500.0 50.0 0.0
Rectangular 0.0 150.0 500.0 50.0 0.0
Rectangular 350.0 15.0 50.0 75.0 0.0
Rectangular 350.0 110.0 50.0 75.0 0.0
Rect_Drain 490.0 50.0 10.0 100.0 0.0
Sources 25.0 100.0 -45.0 2.0 50.0
Breakpoints 115.0 0.0 5.0 200.0
Flowmeters 170.0 100.0 5.0 100.0
break
0.0001 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
1.0088 P 38.8536 145.8148 5.7209 P 41.7467 58.0171 4.6904 P 29.6973 143.2023 3.9167 P 31.9178 53.5075 4.243 P 26.4937 55.4152 4.0073 P 25.5848 145.3451 4.0549 P 36.1892 55.1256 5.1715 P 19.0388 140.3279 6.6437 P 19.9795 53.5033 2.7934 P 18.8575 145.8896 2.1506 P 12.5092 52.8868 2.4955 P 19.4896 70.4501 7.0984 P 0.005 102.3422 1.6094 P 7.3637 133.1712 6.7944 P 13.1515 67.9012 9.0247 P 16.156 76.5952 6.434 P 7.1371 128.3045 6.7222 P 6.8055 77.9164 8.542 P 5.1957 121.2785 7.624 P 3.632 84.5556 7.9962 P 3.0708 113.6354 7.888 P 0.8483 92.3732 7.7742 P 1.3654 103.3772 6.3635 P 3.0678 99.924 5.1706 P 11.4134 100.6039 21.2222 P 25 100 136.1333 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
1.0037 P 40.4213 146.0067 5.6626 P 42.8329 58.6041 4.6904 P 30.6389 142.9463 3.9153 P 32.7163 54.2421 4.3271 P 27.2708 56.0543 4.0051 P 26.3036 144.6186 4.0837 P 37.5847 55.1439 5.1494 P 20.1516 141.8533 5.7198 P 20.4494 53.8764 2.9042 P 19.2403 145.93 2.6868 P 12.9424 52.6366 2.2907 P 20.721 68.8233 7.0984 P 0.1028 102.1633 3.5891 P 7.5489 135.1009 6.7939 P 14.3812 65.5146 9.0247 P 17.0296 75.0008 6.434 P 7.5343 130.1773 6.7223 P 7.8985 75.6421 8.542 P 5.6704 123.4432 7.6135 P 4.6094 82.4288 8.0069 P 3.6242 115.8725 7.8961 P 1.323 90.1571 7.8604 P 1.3205 105.171 7.6056 P 2.4701 98.6631 7.7741 P 4.6545 100.9042 8.2414 P 18.2067 100.3019 21.325 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
1.0054 P 41.982 146.0848 5.6271 P 43.9213 59.1916 4.6904 P 31.5811 142.6875 3.9142 P 33.5174 55.0177 4.3653 P 28.0447 56.6988 4.0004 P 27.0313 143.8848 4.3032 P 38.9747 55.186 5.1309 P 21.3652 142.8679 5.2993 P 20.917 54.3107 2.9887 P 19.5138 146.4248 2.1642 P 13.3725 52.5898 2.2956 P 21.9545 67.1936 7.0984 P 0.005 102.1781 2.2391 P 7.7354 137.0338 6.7935 P 15.6132 63.124 9.0247 P 17.9046 73.4036 6.434 P 7.9314 132.0535 6.7373 P 8.9934 73.3639 8.542 P 6.1541 125.6062 7.5912 P 5.619 80.3086 8.0017 P 4.249 118.0976 7.8971 P 2.0138 87.964 7.9551 P 1.6398 107.3617 7.9225 P 1.7542 96.5087 7.6998 P 2.277 101.3916 1.743 P 11.4134 100.6039 21.2898 P 25 100 136.1333 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
0.9926 P 43.513 146.0941 5.6 P 44.9961 59.771 4.6905 P 32.5103 142.4299 3.9146 P 34.3096 55.8001 4.3747 P 28.8057 57.3363 3.9983 P 27.8715 143.1858 4.3532 P 40.34 55.249 5.1164 P 22.486 143.7438 5.0812 P 21.3762 54.782 3.0456 P 19.7372 146.7386 1.7585 P 13.7931 52.6727 2.4069 P 23.1723 65.5848 7.0984 P 0.005 102.1828 5.8471 P 7.9202 138.9417 6.7931 P 16.8294 60.7638 9.0247 P 18.7685 71.8268 6.434 P 8.3238 133.9108 6.7877 P 10.0744 71.1147 8.542 P 6.6327 127.7339 7.5385 P 6.6233 78.221 7.9993 P 4.9095 120.282 7.8916 P 2.8547 85.822 8.0281 P 2.1764 109.5884 7.9781 P 1.631 94.2954 7.6166 P 2.1968 101.624 3.563 P 4.7068 100.9019 6.1514 P 18.2067 100.3019 21.552 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
1.0118 P 45.0635 146.0408 5.5805 P 46.092 60.3613 4.6905 P 33.457 142.1652 3.9154 P 35.118 56.6014 4.3737 P 29.5799 57.9869 3.9982 P 28.7534 142.4777 4.3438 P 41.7259 55.3325 5.1056 P 23.5967 144.557 4.7655 P 21.8421 55.2909 3.9858 P 19.9688 146.8474 1.6956 P 14.2179 52.8841 2.4938 P 24.4137 63.9448 7.0984 P 0.005 102.1846 1.4863 P 8.1095 140.8864 6.793 P 18.0691 58.3578 7.1143 P 19.6492 70.2195 6.434 P 8.7275 135.8206 6.8604 P 11.1763 68.822 8.542 P 7.1161 129.8855 7.4656 P 7.6469 76.0937 7.9993 P 5.6068 122.4993 7.8827 P 3.8212 83.6575 8.0627 P 2.878 111.835 8.0246 P 1.7072 92.065 7.5855 P 1.5381 102.1837 3.6271 P 3.0704 100.3181 4.2849 P 11.4134 100.6039 21.1611 P 25 100 136.1333 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
1.5101 P 47.3631 145.8731 5.5621 P 47.7275 61.242 4.6905 P 34.8695 141.7671 3.9162 P 36.3248 57.7963 4.3728 P 30.7345 58.9587 4.533 P 30.071 141.4303 4.3389 P 43.7872 55.4808 5.0955 P 25.241 145.4998 4.4461 P 23.3408 55.4032 3.9589 P 20.3188 146.8572 1.7195 P 14.8229 53.3306 2.1178 P 26.2664 61.4972 6.0639 P 0.0048 102.4294 3.2201 P 8.3933 143.7886 6.7931 P 19.1371 55.4714 6.0107 P 20.9634 67.8206 6.434 P 9.3385 138.7066 6.9464 P 12.8207 65.4003 8.542 P 7.8279 133.0613 7.3792 P 9.1746 72.9189 7.9993 P 6.6603 125.7997 7.8807 P 5.3514 80.4486 8.0533 P 4.0847 115.1586 8.0198 P 2.1042 88.774 7.5633 P 1.9087 103.4531 5.8772 P 2.4944 98.7681 6.1774 P 4.6201 100.9058 5.1935 P 18.2067 100.3019 14.5093 P 25 100 136.1333 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
1.0292 P 48.921 145.7237 5.5516 P 48.8423 61.8422 4.6905 P 35.8319 141.4938 3.9169 P 37.1471 58.6102 4.5259 P 31.8531 59.4254 4.451 P 30.9695 140.7199 4.3362 P 45.1879 55.5904 5.0871 P 26.3524 145.9028 4.2719 P 24.3537 55.4697 3.5638 P 20.5587 146.7991 1.8274 P 15.086 53.6097 2.2629 P 27.2012 60.033 5.6204 P 0.005 102.4322 1.3397 P 8.5874 145.7665 5.0084 P 20.0107 53.9909 4.4768 P 21.8592 66.1857 6.434 P 9.7617 140.7021 6.5547 P 13.9415 63.0683 8.542 P 8.3053 135.1971 7.3076 P 10.2157 70.7552 7.9993 P 7.3783 128.0484 7.8807 P 6.4014 78.2686 8.0485 P 4.9391 117.4102 8.0175 P 2.4824 86.5544 7.5794 P 2.2547 105.0901 7.0982 P 2.1192 97.032 6.577 P 3.1853 100.8016 2.1588 P 13.5767 100.5077 16.5304 P 18.2067 100.3019 18.8003 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
1.0084 P 50.439 145.5323 5.5445 P 49.9345 62.4304 4.6905 P 36.7746 141.2243 3.9175 P 38.0362 59.394 4.6297 P 32.9201 59.8805 4.3098 P 31.8501 140.0256 4.3337 P 46.5567 55.7079 5.0795 P 27.4331 146.107 4.2025 P 25.1997 55.3053 3.257 P 20.7937 146.6502 1.9856 P 15.3432 53.9473 2.3954 P 28.207 58.8495 5.5355 P 0.0592 102.5327 2.2047 P 8.7383 147.1054 3.511 P 20.8595 53.1875 3.6811 P 22.7368 64.5838 6.434 P 10.221 142.5119 5.8699 P 15.0397 60.7832 8.542 P 8.7668 137.2665 7.1562 P 11.2358 68.6351 7.9993 P 8.0817 130.2517 7.8807 P 7.4306 76.1344 8.0485 P 5.7978 119.6072 8.01 P 2.9838 84.4004 7.6032 P 2.9789 107.0078 7.3059 P 2.0669 95.1581 6.6121 P 2.9906 100.4642 3.8613 P 8.3614 100.7395 15.5778 P 12.2291 100.5676 16.3565 P 25 100 136.1333 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
0.9929 P 51.9258 145.3054 5.5392 P 51.0099 63.0094 4.6905 P 37.7025 140.9573 3.9181 P 38.9618 60.1597 4.6779 P 33.9202 60.3274 4.246 P 32.7174 139.3436 4.3316 P 47.9011 55.832 5.0727 P 28.49 146.1862 4.1725 P 25.8903 55.0207 3.1564 P 21.0235 146.4187 2.1534 P 15.5964 54.3336 2.6651 P 29.3372 57.8617 5.5533 P 0.1897 102.9095 5.5516 P 8.7837 147.9352 2.5882 P 21.6868 52.8667 3.3625 P 23.601 63.0066 6.434 P 10.7882 144.0205 5.5328 P 16.1209 58.5335 6.3092 P 9.2081 139.2555 6.8192 P 12.2402 66.5477 7.9993 P 8.7742 132.4211 7.8807 P 8.4438 74.0332 8.0485 P 6.6487 121.7656 8.0078 P 3.5787 82.2976 7.6225 P 3.8155 108.9197 7.3461 P 2.1718 93.3037 6.6532 P 2.3265 99.7891 7.182 P 3.5474 101.0589 6.4374 P 7.1519 100.7932 9.9118 P 18.2067 100.3019 21.5467 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
0.9508 P 53.3429 145.0579 5.535 P 52.0397 63.5639 4.6905 P 38.5909 140.7002 3.9187 P 39.8694 60.8911 4.6896 P 34.857 60.7525 4.2287 P 33.5481 138.6919 4.3297 P 49.1858 55.9572 5.0667 P 29.4954 146.1933 4.1568 P 26.541 54.8119 3.2079 P 21.242 146.1257 2.3105 P 15.7294 53.8229 2.4272 P 30.4702 56.9681 5.5334 P 0.005 103.245 4.2628 P 8.6727 148.4261 1.5271 P 22.4283 52.7629 3.1895 P 24.4284 61.4963 6.434 P 11.5182 145.2577 5.2021 P 17.265 57.2997 6.0514 P 9.5978 141.0581 6.1016 P 13.202 64.5489 7.9993 P 9.4374 134.4984 7.85 P 9.414 72.0211 8.0485 P 7.4633 123.8317 8.0078 P 4.2174 80.2983 7.6333 P 4.674 110.7385 7.3616 P 2.4212 91.5296 6.6773 P 1.0479 98.3046 8.0366 P 1.8265 101.1474 3.736 P 4.3549 101.1854 3.1417 P 11.7015 100.591 21.5467 P 25 100 136.1333 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
0.9673 P 54.7787 144.7813 5.5302 P 53.0873 64.128 4.6905 P 39.4945 140.4375 3.9191 P 40.7985 61.634 4.6874 P 35.8048 61.183 4.2296 P 34.3934 138.0301 4.3281 P 50.4903 56.0897 5.0615 P 30.5115 146.1335 4.1539 P 27.2443 54.7015 3.7182 P 21.4628 145.7655 2.4332 P 15.7818 53.3658 1.5981 P 31.62 56.0656 5.3577 P 0.005 103.3011 4.5919 P 8.5286 148.5162 1.7046 P 23.1342 52.759 3.4029 P 25.2703 59.9597 5.6359 P 12.3904 146.2945 4.677 P 18.5111 56.251 5.3361 P 9.8942 142.676 5.1668 P 14.1805 62.5153 7.9993 P 10.1118 136.6015 7.6925 P 10.4011 69.9741 8.0485 P 8.2921 125.9337 8.0078 P 4.9133 78.276 7.6324 P 5.5771 112.5801 7.3595 P 2.8158 89.7421 6.7757 P 0.8954 96.041 8.6066 P 0.9547 101.2825 6.1767 P 3.8014 101.5983 5.2188 P 5.0833 100.8852 5.6068 P 18.2067 100.3019 22.0901 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
0.9969 P 56.2532 144.4784 5.5248 P 54.1671 64.7094 4.6905 P 40.4256 140.1656 3.9195 P 41.7561 62.3985 4.6852 P 36.7816 61.6274 4.231 P 35.2648 137.3491 4.3268 P 51.8326 56.2298 5.0571 P 31.5518 146.0069 4.1601 P 28.1049 54.4274 4.3031 P 21.6892 145.3464 2.5168 P 15.843 53.1767 1.2403 P 32.816 55.2492 5.1025 P 0.005 103.3132 3.8883 P 8.2989 148.5616 2.3002 P 23.9327 52.7615 3.6408 P 26.0444 58.6279 4.4774 P 13.4211 146.9506 4.3208 P 19.6498 55.3682 4.3519 P 10.1433 144.038 4.4745 P 15.189 60.4195 7.9681 P 10.808 138.7135 7.2699 P 11.4184 67.8644 8.0485 P 9.1462 128.1 8.0078 P 5.6545 76.2005 7.6254 P 6.5167 114.4729 7.3563 P 3.3447 87.8973 6.9718 P 0.9987 93.5155 8.4183 P 0.005 101.1588 3.8309 P 3.0318 102.7701 5.9452 P 3.8394 99.9929 5.3863 P 11.4134 100.6039 21.4642 P 25 100 136.1333 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
1.0007 P 57.7293 144.163 5.5194 P 55.251 65.2931 4.6905 P 41.3602 139.8919 3.9197 P 42.7174 63.1646 4.6831 P 37.7622 62.0748 4.2323 P 36.1396 136.6663 4.3259 P 53.1784 56.3726 5.0537 P 32.5897 145.8226 4.1717 P 29.1353 54.0371 4.5142 P 21.9153 144.8938 2.568 P 15.9097 53.1323 2.3239 P 34.0405 54.6383 4.9292 P 0.201 104.2566 6.0753 P 7.8941 148.7173 2.6116 P 24.8106 52.6895 3.5118 P 26.7233 57.6873 3.7889 P 14.4987 147.2076 4.2883 P 20.6062 54.789 4.142 P 10.5013 145.1404 3.9981 P 16.1943 58.3238 6.231 P 11.5247 140.6784 6.311 P 12.4397 65.7465 8.0485 P 10.0037 130.2747 8.0078 P 6.4064 74.1222 7.6208 P 7.4599 116.3719 7.3563 P 3.9797 86.0091 7.1944 P 1.3296 91.0631 8.2483 P 0.005 101.0762 4.9249 P 3.3934 104.3796 8.0212 P 3.603 98.549 6.79 P 4.6201 100.9058 8.2353 P 18.2067 100.3019 21.385 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
1.0048 P 59.2082 143.8402 5.5149 P 56.3393 65.8791 4.6905 P 42.2985 139.6165 3.9199 P 43.6828 63.9326 4.6811 P 38.7466 62.5253 4.2336 P 37.0181 135.9813 4.3254 P 54.5284 56.5173 5.0514 P 33.6257 145.5878 4.1849 P 30.2868 53.7934 4.6609 P 22.1415 144.4198 2.5933 P 15.9485 52.6905 2.5163 P 35.2976 54.249 4.8748 P 0.3843 105.9465 7.1017 P 7.3598 148.7939 2.7923 P 25.6364 52.5285 3.4225 P 27.4212 57.0664 3.5634 P 15.5981 147.2722 4.56 P 21.5676 54.3609 3.9449 P 10.8789 146.0709 3.4207 P 17.1008 56.8245 5.0171 P 12.3302 142.2643 5.2439 P 13.4651 63.6201 8.0485 P 10.8646 132.4582 8.0078 P 7.1618 72.0373 7.6208 P 8.4069 118.2785 7.3563 P 4.7023 84.0643 7.3892 P 1.8482 88.6915 8.1169 P 0.005 101.074 1.8289 P 4.4229 106.4939 8.3226 P 3.5877 96.6098 7.187 P 2.1968 100.898 1.4264 P 11.4134 100.6039 21.3027 P 25 100 136.1333 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
1.0063 P 60.6871 143.5144 5.5122 P 57.4292 66.466 4.6905 P 43.2382 139.3403 3.9199 P 44.6496 64.7005 4.6792 P 39.7324 62.9775 4.2348 P 37.8979 135.2957 4.3252 P 55.8795 56.6626 5.0502 P 34.6578 145.3118 4.1966 P 31.5124 53.7171 4.8081 P 22.3674 143.9355 2.6667 P 15.8731 52.1875 1.5864 P 36.5802 54.0388 4.8803 P 0.9898 107.9016 7.318 P 6.7783 148.6414 3.1558 P 26.4315 52.3612 3.3827 P 28.1859 56.6734 3.5228 P 16.791 147.3268 4.7853 P 22.5184 54.093 3.7005 P 11.1301 146.843 2.3035 P 17.9766 55.8005 4.3861 P 13.2128 143.3812 4.669 P 14.492 61.4905 7.9763 P 11.7269 134.645 8.0078 P 7.9183 69.9494 7.6208 P 9.3554 120.188 7.3563 P 5.4879 82.0704 7.5387 P 2.5098 86.3978 8.0191 P 0.005 101.0728 4.9534 P 5.6068 108.6459 8.3444 P 3.71 94.5381 7.2251 P 2.1441 100.7651 5.8691 P 4.6201 100.9058 3.5357 P 18.2067 100.3019 21.2727 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
0.9617 P 62.0996 143.2025 5.5122 P 58.4708 67.0269 4.6905 P 44.1362 139.0762 3.9199 P 45.5737 65.4334 4.6774 P 40.6745 63.4108 4.2359 P 38.7387 134.6405 4.3252 P 57.1704 56.8016 5.0502 P 35.6395 145.0181 4.2063 P 32.7329 53.7439 4.9015 P 22.6048 143.4569 2.8253 P 15.7712 52.0295 1.3551 P 37.8212 53.9531 4.8957 P 1.8303 109.7442 7.5084 P 6.1865 148.2845 3.4239 P 27.1895 52.2663 3.4077 P 28.9674 56.4653 3.5863 P 18.0037 147.3664 4.7422 P 23.3763 53.9774 3.5053 P 11.3024 147.2236 1.6149 P 18.7635 55.0528 4.539 P 14.0617 144.1953 4.2334 P 15.4614 59.4752 7.1712 P 12.5509 136.7348 8.0078 P 8.6413 67.954 7.6208 P 10.2618 122.0129 7.3563 P 6.2764 80.1283 7.6487 P 3.2375 84.2687 7.9486 P 0.005 101.0732 2.647 P 6.7594 110.6988 8.3394 P 3.8916 92.5508 7.2056 P 0.6117 100.4684 3.7919 P 3.8925 101.2681 2.3532 P 11.7145 100.5905 21.2727 P 25 100 136.1333 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
0.9787 P 63.537 142.8851 5.5122 P 59.5308 67.5976 4.6905 P 45.0501 138.8075 3.9199 P 46.5141 66.1782 4.6757 P 41.6332 63.8528 4.2369 P 39.5944 133.9738 4.3252 P 58.4841 56.9431 5.0502 P 36.6345 144.6956 4.2116 P 34 53.8642 4.9338 P 22.8905 142.9344 2.9721 P 15.6557 52.0374 1.7283 P 39.092 53.9387 4.8903 P 2.8625 111.5997 7.6316 P 5.6307 147.7221 3.5605 P 27.9748 52.281 3.5369 P 29.8078 56.3905 3.7315 P 19.2244 147.3489 4.6872 P 24.1936 53.9725 3.5426 P 11.4788 147.319 1.5393 P 19.6665 54.3334 4.5341 P 14.9003 144.8351 4.1988 P 16.289 57.6399 5.536 P 13.3894 138.8616 7.5414 P 9.3771 65.9233 7.6208 P 11.1842 123.87 7.3563 P 7.1023 78.1227 7.7245 P 4.0448 82.1505 7.8933 P 0.005 101.1791 4.9458 P 7.931 112.7869 8.3362 P 4.1384 90.5415 7.1905 P 0.5628 99.5589 7.4314 P 3.8631 101.7086 6.9623 P 5.1074 100.8841 4.7158 P 18.2067 100.3019 21.8441 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
0.962 P 64.9499 142.5732 5.5122 P 60.5728 68.1587 4.6905 P 45.9484 138.5434 3.9199 P 47.4386 66.9094 4.6742 P 42.5755 64.2882 4.2379 P 40.4356 133.3184 4.3252 P 59.7754 57.0822 5.0502 P 37.6094 144.3634 4.2134 P 35.2476 54.0506 4.9416 P 23.204 142.3852 3.054 P 15.4669 51.9 2.1475 P 40.3386 53.9844 4.8773 P 3.9807 113.4085 7.6902 P 5.1888 147.03 3.6591 P 28.7791 52.4031 3.6902 P 30.6831 56.4247 3.9144 P 20.4029 147.2532 4.8183 P 25.001 54.086 3.7271 P 11.6461 147.275 1.6605 P 20.6617 53.7913 4.176 P 15.7446 145.4178 4.7072 P 16.9518 56.3451 4.3865 P 14.1772 140.8058 6.1694 P 10.1003 63.9272 7.6208 P 12.0909 125.6955 7.3563 P 7.9291 76.1311 7.768 P 4.8735 80.1012 7.8527 P 0.005 101.183 1.8638 P 9.0821 114.8386 8.3337 P 4.4308 88.578 7.1783 P 0.1033 97.5483 8.4251 P 3.0157 103.4225 7.4234 P 4.0479 100.339 3.3111 P 11.5292 100.5987 21.8441 P 25 100 136.1333 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
0.9766 P 66.3842 142.2565 5.5122 P 61.6306 68.7283 4.6905 P 46.8603 138.2752 3.9199 P 48.3772 67.6509 4.6729 P 43.532 64.731 4.2387 P 41.2895 132.6531 4.3252 P 61.0863 57.2233 5.0502 P 38.5964 144.017 4.2126 P 36.5073 54.2947 4.9456 P 23.5378 141.8058 3.0707 P 15.1565 51.6921 1.9664 P 41.5964 54.0902 4.8717 P 5.1683 115.2342 7.7011 P 4.8657 146.227 3.7235 P 29.6246 52.6311 3.8386 P 31.6227 56.556 4.0992 P 21.6333 147.0762 4.9263 P 25.8551 54.3281 3.7958 P 11.7949 147.1197 1.2593 P 21.6539 53.5005 3.9018 P 16.6983 146.1573 4.8547 P 17.6269 55.4735 3.8664 P 14.8348 142.3548 4.7938 P 10.8346 61.9008 7.6208 P 13.0114 127.5487 7.3563 P 8.7773 74.0977 7.7887 P 5.73 78.0414 7.8256 P 0.1469 101.4258 4.7695 P 10.2505 116.9206 8.3315 P 4.768 86.5952 7.1667 P 0.1313 95.1313 8.6005 P 2.8109 105.5035 7.9604 P 3.9033 99.6007 5.0987 P 4.7503 100.9 9.448 P 18.2067 100.3019 21.8884 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
0.9699 P 67.8088 141.9419 5.5122 P 62.6811 69.294 4.6905 P 47.766 138.0089 3.9199 P 49.3094 68.3865 4.6717 P 44.4819 65.1715 4.2395 P 42.1375 131.9923 4.3252 P 62.3882 57.3635 5.0502 P 39.575 143.6687 4.211 P 37.7505 54.5807 4.9502 P 23.8734 141.2266 3.0721 P 14.8442 51.6826 2.1277 P 42.8381 54.2487 4.8716 P 6.3629 117.0416 7.6989 P 4.6582 145.3712 3.7529 P 30.4866 52.9462 3.962 P 32.6019 56.7686 4.2657 P 22.8732 146.8044 5.0329 P 26.689 54.6769 3.8468 P 11.8065 147.0367 1.406 P 22.5864 53.398 3.7961 P 17.7787 146.7784 4.7406 P 18.2828 54.8189 3.366 P 15.4506 143.4156 4.1515 P 11.5637 59.8882 7.6208 P 13.9256 129.3892 7.3563 P 9.6238 72.0726 7.7978 P 6.5828 76.006 7.8137 P 0.005 101.485 2.3323 P 11.4109 118.9874 8.3295 P 5.1316 84.6349 7.1558 P 0.5161 92.7044 8.6921 P 2.798 107.7538 7.9632 P 3.8032 98.2793 5.7394 P 2.0715 101.4327 3.0179 P 11.46 100.6018 21.8884 P 25 100 136.1333 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
0.9617 P 69.2213 141.63 5.5122 P 63.7228 69.8549 4.6905 P 48.664 137.7448 3.9199 P 50.2337 69.1153 4.6708 P 45.4238 65.609 4.2401 P 42.9784 131.3371 4.3252 P 63.6791 57.5026 5.0502 P 40.5442 143.3222 4.2102 P 38.9764 54.8982 4.9532 P 24.2084 140.653 3.0739 P 14.5372 51.8736 2.0807 P 44.0623 54.453 4.8745 P 7.5475 118.8328 7.7007 P 4.5415 144.4964 3.7507 P 31.353 53.3348 4.0464 P 33.6115 57.0454 4.3951 P 24.1151 146.4451 5.1181 P 27.4964 55.1024 3.8822 P 11.7358 146.9274 1.6792 P 23.4828 53.3967 3.7681 P 18.9261 147.1269 4.5627 P 18.911 54.3937 3.037 P 16.0343 144.2402 3.724 P 12.2868 57.8927 7.1713 P 14.832 131.2142 7.3563 P 10.4651 70.0623 7.8019 P 7.4265 73.9912 7.8096 P 0.005 101.4869 4.838 P 12.5617 121.036 8.3276 P 5.511 82.6983 7.1456 P 1.1781 90.329 8.822 P 2.9019 109.9836 7.9279 P 3.9594 96.768 6.1875 P 1.9088 102.0589 6.6703 P 4.7702 100.8991 6.0467 P 18.2067 100.3019 22.2117 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
0.9653 P 70.639 141.317 5.5122 P 64.7683 70.4179 4.6905 P 49.5654 137.4798 3.9199 P 51.1615 69.8462 4.67 P 46.3691 66.0486 4.2406 P 43.8224 130.6795 4.3252 P 64.9749 57.6421 5.0502 P 41.5168 142.9743 4.2102 P 40.2011 55.2417 4.9535 P 24.5466 140.0777 3.0758 P 14.2841 52.112 2.2815 P 45.2847 54.698 4.8778 P 8.7364 120.6314 7.7023 P 4.4891 143.6129 3.7333 P 32.2211 53.7901 4.1066 P 34.654 57.3719 4.4814 P 25.3664 146.0091 5.1857 P 28.2942 55.5753 3.8954 P 11.668 146.7197 1.9365 P 24.3679 53.4964 3.786 P 20.0689 147.2179 4.5374 P 19.5208 54.1535 2.9209 P 16.5994 144.9102 3.2334 P 12.9617 56.0252 3.7292 P 15.7418 133.0459 7.3563 P 11.3102 68.0435 7.8038 P 8.2725 71.97 7.8077 P 0.005 101.4871 1.7714 P 13.7168 123.0914 8.3258 P 5.903 80.7601 7.1371 P 2.0674 87.9745 8.9352 P 3.1174 112.2024 7.9082 P 4.177 95.1131 6.313 P 0.9114 103.5866 7.5355 P 3.2294 100.3865 3.5907 P 11.4134 100.6039 22.1333 P 25 100 136.1333 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
0.9602 P 72.0492 141.0056 5.5122 P 65.8083 70.9778 4.6905 P 50.462 137.2161 3.9199 P 52.0844 70.5728 4.6694 P 47.3094 66.4864 4.241 P 44.6619 130.0254 4.3252 P 66.2637 57.7809 5.0502 P 42.4843 142.6283 4.2102 P 41.4148 55.5995 4.9514 P 24.8847 139.5058 3.0773 P 14.3142 51.7029 2.005 P 46.4949 54.9733 4.8802 P 9.9189 122.4212 7.7039 P 4.4806 142.7381 3.7209 P 33.0788 54.2931 4.1518 P 35.7102 57.7268 4.5247 P 26.6132 145.5191 5.2232 P 29.0789 56.0682 3.8923 P 11.6032 146.427 2.1577 P 25.2391 53.6861 3.8205 P 21.2001 147.1712 4.5531 P 20.126 54.0455 2.8945 P 17.141 145.3767 2.8805 P 13.3409 55.2383 2.3079 P 16.6468 134.8679 7.3563 P 12.1513 66.0349 7.8047 P 9.1136 69.9601 7.8068 P 0.009 101.2402 4.7288 P 14.8659 125.1353 8.3242 P 6.298 78.836 7.1314 P 3.1066 85.6571 9.0036 P 3.4291 114.3913 7.8982 P 4.4452 93.4339 6.3701 P 0.8595 105.6777 8.2159 P 3.041 99.579 6.6379 P 4.6562 100.9042 8.0526 P 18.2067 100.3019 22.2462 F1 ( X-Vel 0, Y-Vel 0) B1 ( X-Vel 0, Y-Vel 0) 
